Title,Location,Price,Description,Attributes,Post ID,Post Date,Update Date,Notice,Url
🔥______________We BUY iPhones _________________🔥, (iPhone Buyer),"$5,000","QR Code Link to This Post   WE BUY BRAND NEW / USED / OR BROKEN  Financed is OK , Unpaid bill OK  WE pay Top dollar guaranteed , Meet in Starbucks or public place  iPhone Buyer Cash in Hand  Call/Text : (714) 987-2295         Samsungs  iphone pro 13 iphone pro max 13 iphone 12 iphone 11 iphone se iphone 12 pro max iPhone 10 iPhone X iPhone 8 iPhone 8 plus iPhone 7 plus iPhone 7 iPhone 6s iPhone 6s plus iPhone 6 iPhone SE Everything Else","['condition: excellent', 'mobile OS: apple iOS']",post id: 7412045665,posted: 2021-11-23 19:49,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lgb/mod/d/long-beach-we-buy-iphones/7412045665.html
iphone 8 64gb  unlock Grey Space, (GARDEN GROVE),$170,QR Code Link to This Post   an used in perfect iphone 8 64gb unlock Space Grey,"['condition: fair', 'mobile OS: apple iOS']",post id: 7412027087,posted: 2021-11-23 18:26,updated: 2021-11-23 18:55,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/garden-grove-iphone-64gb-unlock-grey/7412027087.html
Car phone holder/charger,,$30,QR Code Link to This Post   This is a basicly brand new I don't use it. Have a different one this is a universal car phone hokder that goes into ciggaret lighter plus has a port on it to plug something in and charge it can text me anytime,['mobile OS: android'],post id: 7410983953,posted: 2021-11-21 11:08,updated: 2021-11-23 19:40,do NOT contact me with unsolicited services or offers,https://inlandempire.craigslist.org/mob/d/fontana-car-phone-holder-charger/7410983953.html
Iphone X 256 GB, (La Puente),$300,QR Code Link to This Post   Unlocked Iphone X 256 gb gray color in very good condition.,"['condition: excellent', 'mobile OS: apple iOS']",post id: 7412041189,posted: 2021-11-23 19:28,updated: 2021-11-26 09:53,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sgv/mob/d/la-puente-iphone-256-gb/7412041189.html
Samsung Headset (highest quality) & S10E Cases ~~ New Samsung Headset, (Escondido),$35,"QR Code Link to This Post   Brand new, never used! NEW - NEW - NEW - NEW  ------ Cost $100.00 -- big score only $35  Samsung/AKG headset (Fits any phone) - MSRP: $100.00 plus tax --- these are original earbuds that came with my Samsung Galaxy S10 cell phone.   These are the real legitimate deal, not the fake Chinese bootleg crap advertised elsewhere. These are ultra high definition sound, high quality, original Samsung AKG headset for cell phones. They came with my Samsung Galaxy S10 cell phone but, where never needed or used.   Excellent acoustics, brand new high quality Samsung product (OEM), never used -  MSRP: $109.98~~~~ Was $100.00 ~~~~~ big score today, only $35 (brand new and very firm) -  Was $100.00 --- first $35 owns them  ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ Also  S10E Cases:  Galaxy S-10 E Speck Presidio Case 13-foot drop-tested for extreme durability Two layers of protection with IMPACTIUM™ cushioning Raised ridges provide a no-slip grip for texting, gaming, and selfies Invisible cleanliness with Microban antimicrobial product protection Raised bezel screen protection Allows for easy wireless charging Scratch resistant finish MSRP: $44.95 ----- Save $40 ---- first $5","['condition: excellent', 'make / manufacturer: Samsung', 'mobile OS: android', 'model name / number: S-10-E']",post id: 7410325686,posted: 2021-11-19 17:47,updated: 2021-11-23 19:37,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/nsd/mob/d/escondido-samsung-headset-highest/7410325686.html
***Sony Xperia 1 - 128GB - RARE Purple Unlocked 4K HDR Vid Excellent Condition!!, (Long Beach),$295,"QR Code Link to This Post   All   You're looking at my Sony Xperia 1. Purchased brand new unlocked from BestBuy. The phone has been meticulously cared for. Always running a case and screen protector.   -4K HDR VIDEO RECORDING -DOLBY ATMOS  -128GB -EXPANDABLE MEMORY -QUALCOMM 855 PROCESSOR CHIP. FAST! -21:9 CINEMA Wide SCREEN   The phone is in excellent condition and ready to go. Comes with 3 Olixar cases, 2 of which are brand new. The cases alone will run $50. The clear silicone shows off the color of the phone. The carbon fiber is thin and stylish. And the rugged one I was using has a kickstand for when you want to watch videos.   Comes with the ORIGINAL SONY BRICK CHARGER AND CORD. No after market crap. All OEM Sony. Camera is still SOLID. Uses Sony's alpha technology with eye tracking. Awesome phone!  Stand out. Much more solid build quality than Apple iPhones and Google pixels. Forget Motorola and the others. Samsung is a nice phone but filled with bloatware and Samsung's overlay. Sony is as close to PURE ANDROID as possible.   Smooth fast and sleek.   Won't last long. Good luck.","['condition: excellent', 'make / manufacturer: Sony', 'mobile OS: android', 'model name / number: xperia 1']",post id: 7412037273,posted: 2021-11-23 19:10,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/wst/mob/d/long-beach-sony-xperia-gb-rare-purple/7412037273.html
Iphone X 64gb unlocked w/ charger set, (garden grove),$300,"QR Code Link to This Post   Iphone X 64gb, Unlocked, clean imei, great condition also including charger set.  pls txt 714 600 9eight99  pick up and cash only.","['condition: excellent', 'mobile OS: apple iOS']",post id: 7400167687,posted: 2021-10-27 19:27,updated: 2021-11-23 18:54,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/garden-grove-iphone-64gb-unlocked/7400167687.html
IPHONE 12 PRO MAX, (Los Angeles),$700,QR Code Link to This Post   IPHONE 12 PRO MAX 128GB WHITE/SILVER GREAT CONDITION,"['condition: excellent', 'make / manufacturer: apple', 'mobile OS: apple iOS', 'model name / number: iPhone 12 pro max']",post id: 7412025121,posted: 2021-11-23 18:17,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lac/mob/d/beverly-hills-iphone-12-pro-max/7412025121.html
iPhone 11 Pro Max 64g Midnight Green, (San Diego),$500,QR Code Link to This Post   Excellent condition with no scratches. Unlocked.,"['condition: excellent', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone Pro Max', 'size / dimensions: 6.22x3.06x0.32']",post id: 7412022976,posted: 2021-11-23 18:09,,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-11-pro-max-64g/7412022976.html
Iphone 11 Holster Case, (Moreno Valley),$15,"QR Code Link to This Post   SUPCASE Unicorn Beetle Pro Series Case Designed for iPhone 11 6.1 Inch (2019 Release), Built-In Screen Protector Full-Body Rugged Holster Case (Black)","['condition: like new', 'make / manufacturer: supcase', 'mobile OS: apple iOS']",post id: 7412023703,posted: 2021-11-23 18:12,,do NOT contact me with unsolicited services or offers,https://inlandempire.craigslist.org/mob/d/moreno-valley-iphone-11-holster-case/7412023703.html
IPHONE 12 PRO MAX, (Beverly Hills),$700,"QR Code Link to This Post   Silver/White  Comes with charger + 2 phone cases  AT&T (light scratches front, no scratches on the back)","['condition: excellent', 'make / manufacturer: IPHONE 12 PRO MAX', 'mobile OS: apple iOS']",post id: 7408969998,posted: 2021-11-16 17:03,updated: 2021-11-23 18:14,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lac/mob/d/beverly-hills-iphone-12-pro-max/7408969998.html
IPHONE 12 PRO MAX $700, (Beverly Hills),$700,"QR Code Link to This Post   Silver/White  Comes with charger + 2 phone cases  AT&T (light scratches front, no scratches on the back)","['condition: excellent', 'make / manufacturer: apple', 'mobile OS: apple iOS', 'model name / number: iPhone 12 pro max']",post id: 7409409649,posted: 2021-11-17 16:40,updated: 2021-11-23 18:14,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lac/mob/d/beverly-hills-iphone-12-pro-max-700/7409409649.html
iPhone 11 Screen Protector, (Moreno Valley),$5,"QR Code Link to This Post   Ailun Glass Screen Protector Compatible for iPhone 11/iPhone XR, 6.1 Inch 2 Pack Tempered Glass","['condition: new', 'mobile OS: apple iOS']",post id: 7412024204,posted: 2021-11-23 18:14,,do NOT contact me with unsolicited services or offers,https://inlandempire.craigslist.org/mob/d/moreno-valley-iphone-11-screen-protector/7412024204.html
"Pink replacement power, volume, Bixby buttons for Galaxy Note 8", (City of Orange),$7,"QR Code Link to This Post   In case you have lost those buttons.  They are ready to install if your power and volume are still working.  No need to disassemble the phone, just push in.  Cheapest on eBay is $6.63 plus $3.99 shipping from China, so you'll be waiting about a month to get.","['condition: new', 'make / manufacturer: Samsung', 'mobile OS: android', 'model name / number: Galaxy Note 8']",post id: 7402174400,posted: 2021-11-01 13:04,updated: 2021-11-23 18:12,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/orange-pink-replacement-power-volume/7402174400.html
Firm Price! Brand New Clear Case for iPhone 12 or 12 Pro, (EL CAJON),$20,"QR Code Link to This Post   Brand new in a package, never been used. Only for pick up in El Cajon. Price is firm. PHONE NOT INCLUDED!!","['condition: new', 'mobile OS: apple iOS']",post id: 7402819763,posted: 2021-11-02 22:13,updated: 2021-11-23 18:06,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/el-cajon-firm-price-brand-new-clear/7402819763.html
Firm Price! Brand New in a Box Premium Case for iPhone 7 Plus/8 Plus, (EL CAJON),$15,"QR Code Link to This Post   Brand new case in a box, never been used. For pick up in El Cajon only. PHONE NOT INCLUDED. Price is firm.","['condition: new', 'mobile OS: apple iOS']",post id: 7402841382,posted: 2021-11-03 02:59,updated: 2021-11-23 18:05,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/el-cajon-firm-price-brand-new-in-box/7402841382.html
iPhone 6S Plus 128 GB UNLOCKED,,$150,QR Code Link to This Post   Like new in the box128 GB iPhone 6s Plus unlocked for sale with some accessories!!!  Call or text Ed at  show contact info,"['condition: like new', 'mobile OS: apple iOS']",post id: 7410022186,posted: 2021-11-19 07:30,updated: 2021-11-23 18:02,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sfv/mob/d/burbank-iphone-6s-plus-128-gb-unlocked/7410022186.html
Samsung Z Flip Box and Accessories New Mint, (Panorama City),$60,"QR Code Link to This Post   Brand new, mint, untouched box and accessories for the Samsung Z Flip, $60, call or text if interested. Pick up in Panorama City.","['condition: new', 'make / manufacturer: Samsung', 'mobile OS: android', 'model name / number: Z Flip']",post id: 7412019392,posted: 2021-11-23 17:56,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sfv/mob/d/panorama-city-samsung-flip-box-and/7412019392.html
"iPhone 4s, 32GB UNLOCKED", (FOUNTAIN VALLEY),$50,"QR Code Link to This Post   USED iPhone 4s, 32GB Fully Unlocked, Excellent Condition, Well Kept, Like New. Came With Original Cube Wall plug, Cable Charger & Case. Must See To Appreciation. Please See All The Pictures Attachment. Selling For $50 Cash & In-Person Only. I Do Not Trade, Ship Or Take Other Payment Except Cash. Please Text Or Call  show contact info","['condition: like new', 'make / manufacturer: Apple iPhone', 'mobile OS: apple iOS', 'model name / number: 4s', 'size / dimensions: 32Gb']",post id: 7412016821,posted: 2021-11-23 17:46,,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/fountain-valley-iphone-4s-32gb-unlocked/7412016821.html
iPhone 7 from -, (Lakeside),$160,"QR Code Link to This Post   Please  no texting! Call me at  show contact info  Excellent condition. No iCloud account, no passcode. All buttons work. Cameras work. Black or white.  Very nice clean iPhone 7 32 GB AT&T $160 - 128 GB $180 (GSM) A1778 Very nice clean iPhone 7 unlocked AT&T/Cricket/T-Mobile/MetroPCS 32 GB $170 - 128 GB $190 (GSM) A1778 Very Nice clean iPhone 7 Verizon 32 GB $160 - 128 GB $180 (CDMA) A1660  I can come to you in the Lakeside area.  Call me for an appointment or more info. Please - No texting! Call me! Alt.#  show contact info  See my other offerings.","['condition: excellent', 'delivery available', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone 7']",post id: 7400286181,posted: 2021-10-28 07:17,updated: 2021-11-23 17:33,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/esd/mob/d/santee-iphone-from/7400286181.html
stylus 6, (Oceano),$180,QR Code Link to This Post   No cracks  no checks cash only,"['condition: good', 'mobile OS: android']",post id: 7412012912,posted: 2021-11-23 17:32,,do NOT contact me with unsolicited services or offers,https://slo.craigslist.org/mob/d/oceano-stylus/7412012912.html
For parts Samsung Note 4 AT&T / Cricket, (La mesa),$40,"QR Code Link to This Post   Samsung note 4 for AT&T / Cricket selling for parts  - battery needs to be changed since phone keeps rebooting, tested with a spare battery and worked  - charging port doesn’t charge  * selling for parts screen is clean includes the pen*  Price is firm no trades  show contact info","['condition: salvage', 'mobile OS: android']",post id: 7400673137,posted: 2021-10-29 02:43,updated: 2021-11-23 17:19,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/la-mesa-for-parts-samsung-note-att/7400673137.html
Nokia 3310 TA-1036 Unlocked GSM 3G Android Phone, (Downey),$20,QR Code Link to This Post   This is a used Nokia 3310 TA-1036 Unlocked GSM 3G Android Phone in Charcoal color. It can be activated with almost any mobile phone network.,['mobile OS: android'],post id: 7412007721,posted: 2021-11-23 17:14,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lgb/mob/d/downey-nokia-3310-ta-1036-unlocked-gsm/7412007721.html
Alcatel JOY TAB 8 Inch Tablet, (Downey),$20,"QR Code Link to This Post   This is an Alcatel JOY TAB 8"" Tablet in good condition. Comes with charger and manual.  Color: Black Wireless Network: 4G LTE Ram: 32 GB Operating System: Android Connectivity: WiFI & Bluetooth Ports: USB Type-C Camera: Front & Rear Facing","['condition: good', 'mobile OS: android']",post id: 7412001513,posted: 2021-11-23 16:53,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lgb/mob/d/downey-alcatel-joy-tab-inch-tablet/7412001513.html
Google pixel 6, (GARDEN GROVE),$600,"QR Code Link to This Post   Contact (text) me at  show contact info  - (seven one four, seven two five, zero four five six) Brand new, never used. Unlocked. Located in garden grove.","['condition: new', 'mobile OS: android']",post id: 7411995719,posted: 2021-11-23 16:34,,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/garden-grove-google-pixel/7411995719.html
IphoneXR, (Slo),$400,QR Code Link to This Post   Minor scragches i have always kept in case i got an upgrade and need to get rid of asking for $400 OBO,['mobile OS: apple iOS'],post id: 7411993072,posted: 2021-11-23 16:26,,do NOT contact me with unsolicited services or offers,https://slo.craigslist.org/mob/d/san-luis-obispo-iphonexr/7411993072.html
iPhone 7 Plus 32GB T-Mobile Metro Simple Mobile, (Eastvale),$220,"QR Code Link to This Post   iPhone 7 Plus 32GB T-Mobile Metro Simple Mobile  $220 EACH FIRM  iPhone Wholesale pricing available for 5 or more units. If interested in 5 or more, just ask for pricing.   Condition: GOOD Carrier: T-Mobile Metro Simple Mobile Storage: 32GB Color: Rose Gold Silver Gold Available  LOOK AT PROFILE FOR OTHER IPHONES AVAILABLE...  # Apple iPhone 7 iPhone 7 Plus iPhone 8 iPhone 8 Plus iPhone X iPhone XR iPhone XS iPhone 11 iPhone 12 iPhone 13 Trade In AT&T Cricket T-Mobile Tmobile Verizon Metro MetroPCS Sprint Boost","['condition: good', 'mobile OS: apple iOS']",post id: 7411949561,posted: 2021-11-23 14:29,,do NOT contact me with unsolicited services or offers,https://inlandempire.craigslist.org/mob/d/mira-loma-iphone-plus-32gb-mobile-metro/7411949561.html
Apple iPhone 7 32GB  Rose Gold Open Unlock, (Long Beach),$125,"QR Code Link to This Post   My daughter just upgraded her phone. Excellent condition. 32 gigabyte, rose gold. Great starter phone. SIM card ready, open GSM, unlocked and ready for the new owner!","['condition: excellent', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iphone 7 32GB']",post id: 7411989185,posted: 2021-11-23 16:14,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lgb/mob/d/long-beach-apple-iphone-32gb-rose-gold/7411989185.html
FIRM PRICE! NEW in a Box 10W Fast Wireless Charging Pad, (El Cajon),$15,"QR Code Link to This Post   Brand new in a box, never been used. For pick up only in El Cajon. PRICE IS FIRM.","['condition: new', 'mobile OS: apple iOS']",post id: 7402681993,posted: 2021-11-02 14:26,updated: 2021-11-23 16:08,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/el-cajon-firm-price-new-in-box-10w-fast/7402681993.html
FIRM PRICE! Brand New in a Package Case for iPhone 11, (El Cajon),$10,"QR Code Link to This Post   Brand new case, never been used. For pick up in El Cajon only. Price is firm. PHONE NOT INCLUDED!","['condition: new', 'mobile OS: apple iOS']",post id: 7405811459,posted: 2021-11-09 14:38,updated: 2021-11-23 16:07,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/el-cajon-firm-price-brand-new-in/7405811459.html
iphone 8 - 64G — unlocked, (Costa Mesa),$225,QR Code Link to This Post   Mature adult gently use — like new condition  No scratches — no cracks — everything works great. No iCloud or carrier locked  —  Unlocked and works with any carrier — fully paid off and reset In excellent condition   Bring your sim and activate  Come with original box — charger — Lightning cable  Cash only and local pick up  *^ scammer stay away >>> save your time and mine ^*  ***** low baller will be ignored *****,"['condition: excellent', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iphone 8']",post id: 7411983282,posted: 2021-11-23 15:58,updated: 2021-11-23 16:45,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/costa-mesa-iphone-unlocked/7411983282.html
iPhone 8 Plus 64GB T-Mobile Metro Simple Mobile AT&T Cricket, (Eastvale),$260,QR Code Link to This Post   iPhone 8 Plus 64GB T-Mobile Metro Simple Mobile AT&T Cricket  T-Mobile Metro Simple Mobile AT&T Cricket Black Rose Gold Available $260 Each FIRM  # Apple iPhone 7 iPhone 7 Plus iPhone 8 iPhone 8 Plus iPhone X iPhone XR iPhone XS iPhone 11 iPhone 12 iPhone 13 Trade In AT&T Cricket T-Mobile Tmobile Verizon Metro MetroPCS Sprint Boost,"['condition: good', 'mobile OS: apple iOS']",post id: 7411949203,posted: 2021-11-23 14:28,,do NOT contact me with unsolicited services or offers,https://inlandempire.craigslist.org/mob/d/mira-loma-iphone-plus-64gb-mobile-metro/7411949203.html
iPhone 11 64GB Unlocked, (Eastvale),$450,"QR Code Link to This Post   iPhone 11 64GB Unlocked  $450 EACH FIRM  iPhone Wholesale pricing available for 5 or more units. If interested in 5 or more, just ask for pricing.   Condition: GOOD Carrier: Unlocked All Carriers All Countries Storage: 64GB Colors: Purple Available  LOOK AT PROFILE FOR OTHER IPHONES AVAILABLE...  # Apple iPhone 7 iPhone 7 Plus iPhone 8 iPhone 8 Plus iPhone X iPhone XR iPhone XS iPhone 11 iPhone 12 iPhone 13 Trade In AT&T Cricket T-Mobile Tmobile Verizon Metro MetroPCS Sprint Boost","['condition: good', 'mobile OS: apple iOS']",post id: 7411948216,posted: 2021-11-23 14:26,,do NOT contact me with unsolicited services or offers,https://inlandempire.craigslist.org/mob/d/mira-loma-iphone-11-64gb-unlocked/7411948216.html
Apple iPhone 8 A1863 CDMA + GSM 64GB, (GARDEN GROVE),$200,"QR Code Link to This Post   Apple iPhone 8 A1863 CDMA + GSM 64GB $200  Please visit our store to check it out. We give 30 days warranty.  Comdory Computer show contact info  9636 Garden Grove Blvd #6 Garden Grove, CA 92844 M-Th : 10 am to 7 pm Fri- Sat : 10 am to 6 pm","['condition: good', 'mobile OS: apple iOS']",post id: 7400439540,posted: 2021-10-28 11:52,updated: 2021-11-23 15:44,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/garden-grove-apple-iphone-a1863-cdma/7400439540.html
iPhone SE, (Cerritos),$200,QR Code Link to This Post   iPhone SE.  64GB version for Cricket Wireless.  Comes with the box and all accessories.  Call  show contact info  for more info,"['condition: like new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone SE']",post id: 7411976966,posted: 2021-11-23 15:39,updated: 2021-11-23 15:43,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/cerritos-iphone-se/7411976966.html
iPhone SE, (Cerritos),$160,QR Code Link to This Post   iPhone SE.  64GB version for Total Wireless (Verizon MVNO).  Comes with the box and all accessories.  Call  show contact info  for more info,"['condition: like new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone SE']",post id: 7411977921,posted: 2021-11-23 15:42,,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/cerritos-iphone-se/7411977921.html
Motorola e5 Cruise, (Cerritos),$10,QR Code Link to This Post   Motorola e5 Cruise.  16GB version for Cricket Wireless.  Call  show contact info  for more info.,"['condition: like new', 'make / manufacturer: Motorola', 'mobile OS: android', 'model name / number: e5 Cruise']",post id: 7411976630,posted: 2021-11-23 15:39,,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/cerritos-motorola-e5-cruise/7411976630.html
iphones de mayoreo, (los angeles),,"QR Code Link to This Post   Hola, vendemos iPhones al por mayor.  Vendemos Nuevos y Usados.  Desbloquear y RSim / Lock.     Estamos ubicados en Los Ángeles.  Vendemos a muchos clientes en México.  Si está interesado en comprarnos, comuníquese conmigo en What's App +  show contact info",['mobile OS: apple iOS'],post id: 7404750016,posted: 2021-11-07 09:00,updated: 2021-11-23 15:30,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/ssd/mob/d/san-ysidro-iphones-de-mayoreo/7404750016.html
Phone Case/Wallet Folio, (Ocean Beach),$10,QR Code Link to This Post   Samsung Case Mate for Galaxy S8 Plus This is a brand new never used Black Folio.,"['condition: new', 'make / manufacturer: Samsung', 'mobile OS: android', 'model name / number: Galaxy S8']",post id: 7411970696,posted: 2021-11-23 15:22,,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/san-diego-phone-case-wallet-folio/7411970696.html
LG Q 70 Verizon, (North Hollywood),$130,"QR Code Link to This Post   LG Q 70 for Verizon....Broken from both sides, easy fix....Retails for 349 99 at Verizon...working condition...130","['condition: fair', 'make / manufacturer: LG', 'mobile OS: android', 'model name / number: Q70', 'size / dimensions: 6 3']",post id: 7411969053,posted: 2021-11-23 15:18,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lac/mob/d/sun-valley-lg-70-verizon/7411969053.html
iPhone11 Pro  Works with any company 64GB,,$569,QR Code Link to This Post   We can meet at any cellphone store verify everything works. Feel free to leave a good contact number for fast reply.   Cash only not interested in trades.,"['condition: like new', 'make / manufacturer: Apple iPhone', 'mobile OS: apple iOS', 'model name / number: iPhone11']",post id: 7404359798,posted: 2021-11-06 10:11,updated: 2021-11-23 15:08,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone11-pro-works-with-any/7404359798.html
Casemate Galaxy S8 case,,$1,QR Code Link to This Post   Casemate Samsung Galaxy S8 case.  Naked Tough Waterfall.  Dual Layer Protection.  Military Strength impact protection.,"['condition: new', 'make / manufacturer: Casemate', 'mobile OS: android', 'model name / number: Samsung Galaxy S8']",post id: 7406168047,posted: 2021-11-10 11:20,updated: 2021-11-23 15:06,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sgv/mob/d/south-pasadena-casemate-galaxy-s8-case/7406168047.html
Vera Bradley iPhone X Quilted case,,$4,QR Code Link to This Post   Vera Bradley quilted case for a iPhone X for sale.  Originally $40.  On sale for $4.,"['condition: new', 'make / manufacturer: Vera Bradley', 'mobile OS: apple iOS', 'model name / number: iPhone X']",post id: 7406166622,posted: 2021-11-10 11:18,updated: 2021-11-23 15:06,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sgv/mob/d/south-pasadena-vera-bradley-iphone/7406166622.html
Speck case for Galaxy S8,,$5,QR Code Link to This Post   Speck Presidio Clear + glitter case for Samsung Galaxy S8. Designed for Impact.  8 feet Drop-tested Protection,"['condition: new', 'make / manufacturer: Speck', 'mobile OS: android', 'model name / number: Samsung Galaxy S8']",post id: 7406166102,posted: 2021-11-10 11:17,updated: 2021-11-23 15:06,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sgv/mob/d/south-pasadena-speck-case-for-galaxy-s8/7406166102.html
Samsung Galaxy Note8 Case-mate, (Pasadena),$1,"QR Code Link to This Post   Shake me, flip me, turn me (right round baby, right round)! Let the dynamic snow globe effect of this Samsung Galaxy Note8 Rose Gold Waterfall case captivate you with its cascading sparkle and tumbling glitter. Offering enhanced dual-layer protection with refined metallic button accents, this case has all the right moves.  Certified to meet or exceed MIL-STD-810G drop test standards Dual layer protection with a slim silhouette Shock absorbing bumper Anti-scratch technology Refined metallic buttons Lifetime warranty Contains a mineral oil to create the dynamic flowing glitter effect  rec'd this case as a b-day gift but unfortunately I just bought a case.","['condition: new', 'make / manufacturer: Case-mate', 'mobile OS: android']",post id: 7406165897,posted: 2021-11-10 11:16,updated: 2021-11-23 15:06,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sgv/mob/d/pasadena-samsung-galaxy-note8-case-mate/7406165897.html
"Iphone Boxes 8+, 8, 7+, 5s, 5, 4, 3gs", (LA- Granada Hills),$10,"QR Code Link to This Post   Empty Iphone boxes Xs, X, 8+, 8, 7+,6+, 5s, 5, 4, 3gs No phone or accessories. Starting from $7 to $20 massage me for more info I have some apple TV boxes too text/call:  show contact info  for prices","['condition: excellent', 'make / manufacturer: Apple', 'mobile OS: apple iOS']",post id: 7411963401,posted: 2021-11-23 15:03,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lac/mob/d/granada-hills-iphone-boxes-5-3gs/7411963401.html
Iphone Xs empty Box, (Granada Hills),$15,QR Code Link to This Post   Used iphone Xs empty box not accessories $15 each   no phone included   Text:  show contact info  (mention its for the box),"['condition: like new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: Xs', 'size / dimensions: 64GB']",post id: 7411963329,posted: 2021-11-23 15:02,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lac/mob/d/granada-hills-iphone-xs-empty-box/7411963329.html
Samsung A10S - New, (San Ysidro),$99,"QR Code Link to This Post   Brand new, unopened Samsung A10S. Dual Camera, Finger Scan.  32 GB memory, 2GB Ram.  No shipping available, pickup locally only in San Ysidro, Chula Vista or Imperial Beach.","['condition: new', 'cryptocurrency ok', 'delivery available', 'make / manufacturer: samsung', 'mobile OS: android', 'model name / number: A10S', 'size / dimensions: 3 L x 6 H x .25 W']",post id: 7411960810,posted: 2021-11-23 14:57,,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/ssd/mob/d/san-ysidro-samsung-a10s-new/7411960810.html
"3 iPhone 8 64GB 1 RED, 2 BLACK empty Box with manual and stickers", ($5 for each empty Box),,QR Code Link to This Post   Contact Chad  show contact info,"['condition: excellent', 'mobile OS: apple iOS']",post id: 7411960291,posted: 2021-11-23 14:55,,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/orange-iphone-64gb-red-black-empty-box/7411960291.html
2 Cell Phones, (Los Feliz/Atwater Village/Glendale),$30,QR Code Link to This Post   2 Vintage Cell Phones. LG flip phone Verizon and Jitterbug Great Call flip phones. Pre owned. Both phones from my late Uncle. Great condition. Both phones for $30. Thanks for looking,['mobile OS: other'],post id: 7408633217,posted: 2021-11-16 05:16,updated: 2021-11-23 14:52,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lac/mob/d/los-angeles-cell-phones/7408633217.html
